"Accession"	"Description"	"Peptides.used.for.quantitation"	"Confidence.score"	"rawInt_Neil.left.2"	"rawInt_Neil.left.3"	"rawInt_Neil.right.2"	"rawInt_Neil.right.3"	"rawInt_Neil.mouse2.1"	"rawInt_Neil.mix.1"	"rawInt_Neil.mouse1.1"	"rawInt_Neil.mouse3.1"	"rawInt_Neil.liver.2"	"rawInt_Neil.liver.3"	"normInt_Neil.left.2"	"normInt_Neil.left.3"	"normInt_Neil.right.2"	"normInt_Neil.right.3"	"normInt_Neil.mouse2.1"	"normInt_Neil.mix.1"	"normInt_Neil.mouse1.1"	"normInt_Neil.mouse3.1"	"normInt_Neil.liver.2"	"normInt_Neil.liver.3"	"medianNormInt_Condition1"	"medianNormInt_Condition2"	"medianNormInt_Condition3"	"medianNormInt_Condition4"	"medianNormInt_Condition5"	"specCountSum_Condition1"	"specCountSum_Condition2"	"specCountSum_Condition3"	"specCountSum_Condition4"	"specCountSum_Condition5"	"medianRatio_Condition2_vs_Condition1"	"medianRatio_Condition3_vs_Condition1"	"medianRatio_Condition4_vs_Condition1"	"medianRatio_Condition5_vs_Condition1"	"qvalue_Condition2_vs_Condition1"	"qvalue_Condition3_vs_Condition1"	"qvalue_Condition4_vs_Condition1"	"qvalue_Condition5_vs_Condition1"	"cv_Condition1"	"cv_Condition2"	"cv_Condition3"	"cv_Condition4"	"cv_Condition5"
"tr|E1WBP4|E1WBP4_SALTS"	"Osmotically inducible protein C OS=Salmonella typhimurium (strain SL1344) GN=osmC"	4	291.6	750017.2211	278536.6513	330509.2678	92933.64412	386029.5482	554920.6203	1765108.518	2274251.507	348873.9653	287467.5132	750017.2211	753571.832372507	538273.957540978	442814.025658609	458873.487416929	506518.309719068	621648.7669746	607732.834035163	259024.172981342	224133.231134169	751794.526736254	490543.991599794	482695.898567998	614690.800504882	241578.702057756	14	9	6	14	4	0.652497423370957	0.642058277098017	0.817631385497608	0.321336074507638	0.454963680015008	0.174322490782989	0.137340574192223	0.00855416850718102	0.334332007734071	13.7603082132334	6.97954489321696	1.60081304941136	10.2126641843714
"sp|Q91WK0|LRRF2_MOUSE"	"Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus GN=Lrrfip2 PE=1 SV=1"	3	186.38	43048.39989	16671.97428	57034.17331	6317.176211	89522.96982	67739.88552	163841.6623	242391.0309	104801.0196	112350.3331	43048.39989	45105.483062318	92886.987366506	30100.3393902822	106415.992135246	61831.3521952097	57702.9493140001	64772.5142536585	77810.3273087413	87597.5267479483	44076.941476159	61493.6633783941	84123.672165228	61237.7317838293	82703.9270283448	0	4	3	5	0	1.39514361294002	1.90856419134096	1.3893371393964	1.87635358213498	0.881928513298081	0.211576767169897	0.0909632757185092	0.0207303934463431	3.30008710199989	72.1974624910041	37.4758976004278	8.16316536105137	8.36791593936837
"tr|E1WJD7|E1WJD7_SALTS"	"Putative lipoprotein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_2623"	4	274.15	37096.87166	22756.62437	64908.83089	11204.32361	25501.53765	13944.00044	297665.6658	465250.7647	47906.76955	98308.64026	37096.87166	61567.3055774752	105711.811094086	53386.8190525218	30313.6886036684	12727.7510966747	104834.061038305	124325.812205852	35568.7514607915	76649.4722989813	49332.0886187376	79549.3150733041	21520.7198501716	114579.936622078	56109.1118798864	2	8	0	1	0	1.61252680153277	0.436241814460648	2.32262488433457	1.13737555921309	0.671161510386476	0.237520793044356	0.0939756905352434	0.882053093669977	35.0749588069373	46.5112196931272	57.7821548316794	12.0289379049261	51.7713706517045
"sp|Q9Z1G3|VATC1_MOUSE"	"V-type proton ATPase subunit C 1 OS=Mus musculus GN=Atp6v1c1 PE=1 SV=4"	3	161.3	15763.01931	13942.00753	23911.62146	9499.859219	15059.44545	65746.19792	339517.6684	475653.4916	50334.14308	31644.76694	15763.01931	37719.6469918693	38942.9416009132	45265.317461603	17901.1691836249	60011.5616948785	119573.803975576	127105.662491175	37370.9737062502	24672.8535819467	26741.3331509347	42104.1295312581	38956.3654392517	123339.733233376	31021.9136440985	0	0	0	5	2	1.57449627861154	1.45678471672943	4.61232551635387	1.16007356361043	0.650536510959826	0.77177596437826	0.073066572021681	0.705256744845225	58.0587371549777	10.6179486289698	76.4356319368857	4.31801504000397	28.943820008101
"tr|E1WHY2|E1WHY2_SALTS"	"3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Salmonella typhimurium (strain SL1344) GN=ribB"	3	192.58	83028.18769	31032.70468	54014.86723	21268.51074	27374.13441	16138.71846	406118.4924	594158.1037	131455.83	117188.8658	83028.18769	83957.971132478	87969.6855203968	101341.069208282	32539.6451652673	14731.0373706636	143029.766992515	158772.847732605	97600.3973814607	91370.0433566157	83493.079411239	94655.3773643393	23635.3412679654	150901.30736256	94485.2203690382	3	6	0	4	4	1.1336912955159	0.283081441415657	1.80735108139091	1.13165331827873	0.671161510386476	0.0903656043264945	0.0368311261966978	0.252907029963097	0.787437931200135	9.98886311884571	53.2786355495678	7.37703293805069	4.66266106270774
"sp|Q9DCX2|ATP5H_MOUSE"	"ATP synthase subunit d, mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3"	4	200.83	41728.65991	12288.90823	18804.36176	11135.57494	110692.7725	178514.4144	178626.6773	181307.2419	27844.08982	25892.07127	41728.65991	33247.2407114729	30625.1570219582	53059.242579979	131580.54554572	162943.700656671	62910.0435241993	48449.50684295	20673.0597734394	20187.5806065911	37487.9503107364	41842.1998009686	147262.123101195	55679.7751835746	20430.3201900152	0	0	6	0	0	1.11615064184998	3.92825219518656	1.48527125975271	0.544983655299075	0.906140700123742	0.0665588460918518	0.17440665857063	0.039718686786138	15.9978579240879	37.912189376402	15.0596088059381	18.3641968976997	1.68027523705178
"tr|E1WEH5|E1WEH5_SALTS"	"Acetylornithine deacetylase OS=Salmonella typhimurium (strain SL1344) GN=argE"	4	236.94	162000.4376	58778.62349	131074.1425	44774.34103	48185.52509	53764.18914	742866.274	1119678.258	236753.4986	200083.9741	162000.4376	159023.650212503	213469.951642806	213342.610046633	57278.1540795644	49074.669800316	261628.052071479	299204.040910808	175779.465580272	156001.863007031	160512.043906251	213406.280844719	53176.4119399402	280416.046491144	165890.664293652	15	20	4	15	13	1.32953438041921	0.331292348199107	1.74700938114602	1.03350913898113	0.454963680015008	0.0665588460918518	0.0439964241070142	0.788562747646774	1.31136984903103	0.0421937469808805	10.9084820723996	9.47529103649867	8.43017716198643
"sp|Q9CQC9|SAR1B_MOUSE"	"GTP-binding protein SAR1b OS=Mus musculus GN=Sar1b PE=1 SV=1"	3	165.4	19411.72581	8762.242035	3120.471511	1087.232034	7263.196263	27102.88945	66694.74138	94296.80291	200247.0713	209610.0679	19411.72581	23705.9602576128	5082.06187620814	5180.48763028036	8633.76447356735	24738.8712016055	23489.0395234991	25198.2962731085	148674.986368833	163429.186392946	21558.8430338064	5131.27475324425	16686.3178375864	24343.6678983038	156052.08638089	0	0	0	0	7	0.238012529021057	0.773989485958066	1.1291732056368	7.23842583464172	0.166097161099654	0.600024469176638	0.437611950071697	0.00580165520132677	14.0846254743373	1.3563397302759	68.2477122273016	4.9648518189074	6.68545684328031
"sp|P97821|CATC_MOUSE"	"Dipeptidyl-peptidase 1 OS=Mus musculus GN=Ctsc PE=2 SV=1"	4	153.99	98405.54772	26214.02574	78436.22226	19638.25726	18874.44219	182462.0653	403269.0715	551877.744	163726.2034	146887.4846	98405.54772	70921.1923046907	127742.789336856	93573.1707990619	22436.0574239962	166547.022263548	142026.237197597	147474.553438672	121559.785622272	114525.520362586	84663.3700123453	110657.980067959	94491.5398437723	144750.395318135	118042.652992429	3	4	5	5	7	1.30703490838864	1.11608526603647	1.70971690941463	1.39425885096726	0.671161510386476	0.821769012933117	0.101182829371401	0.188102459957087	22.9548789374585	21.8344569129071	107.842290060955	2.66150662431412	4.21371134898862
"tr|E1WEB4|E1WEB4_SALTS"	"Two-component response regulatory protein OS=Salmonella typhimurium (strain SL1344) GN=cpxR"	4	211.72	114333.2544	25586.24402	81155.01457	27912.40543	28422.05816	39049.44117	331718.2399	497481.9077	112158.2949	103876.68	114333.2544	69222.7493211106	132170.66848886	132998.170160138	33785.3125706556	35643.3987372997	116826.944470515	132938.722352022	83272.7932406425	80990.7723788321	91778.0018605553	132584.419324499	34714.3556539777	124882.833411269	82131.7828097373	9	8	0	5	2	1.44462089647521	0.378242661097826	1.36070551635033	0.894896174951878	0.614721597211377	0.0978551743436563	0.335846754756431	0.803397036355198	34.7555442452295	0.441327907295111	3.78478961718066	9.12274896859979	1.9646869591683
"tr|E1WJ14|E1WJ14_SALTS"	"Ferredoxin OS=Salmonella typhimurium (strain SL1344) GN=fdx"	4	276.8	337553.6549	121834.5486	233456.1796	84694.47317	113180.6584	72815.29723	969035.6362	1338705.219	365728.1901	333723.6238	337553.6549	329619.400557428	380211.370598333	403555.687184891	134537.896568593	66464.0669771685	341282.024450679	357733.132934683	271537.722498594	260198.285627003	333586.527728714	391883.528891612	100500.981772881	349507.578692681	265868.004062799	15	16	5	10	14	1.17475826005272	0.301274102575905	1.04772690034088	0.796998625433139	0.614721597211377	0.086829018894435	0.645376293740781	0.0851902621439317	1.68183202346055	4.21220167308604	47.8955187066863	3.32830847633873	3.01585470391732
"sp|Q9D8B3|CHM4B_MOUSE"	"Charged multivesicular body protein 4b OS=Mus musculus GN=Chmp4b PE=2 SV=2"	4	180.7	97543.36434	23391.35431	37930.13105	20546.07634	261218.2319	287966.702	457511.2871	700322.0903	288657.6412	249474.1162	97543.36434	63284.5467438175	61773.7647305134	97898.7842535976	310510.222877382	262849.138807565	161129.655543749	187142.33116498	214316.097569161	194510.465289847	80413.9555419088	79836.2744920555	286679.680842473	174135.993354364	204413.281429504	1	0	4	3	6	0.992816159260413	3.56504886385133	2.16549468535485	2.54201251576253	0.997720808127734	0.0682351156093795	0.0863546754228625	0.0457871571711402	30.1249230614811	31.995789430043	11.7557950551049	10.5628589324134	6.8511677873634
"tr|E1WAT2|E1WAT2_SALTS"	"Peptidyl-prolyl cis-trans isomerase OS=Salmonella typhimurium (strain SL1344) GN=fklB"	4	177.88	98150.83139	73487.44194	171787.3561	49436.13203	111270.8257	95616.08215	1003620.231	1060643.354	298477.242	264485.1964	98150.83139	198817.879157485	279776.299887008	235555.302328704	132267.677629347	87276.0797506402	353462.27880586	283428.54316815	221606.736106892	206214.333565562	148484.355273743	257665.801107856	109771.878689994	318445.410987005	213910.534836227	7	10	5	6	14	1.73530605721275	0.739282454960461	2.14463948339827	1.44062675452822	0.589566403786877	0.656386006437269	0.162432498272418	0.360057333679432	47.9392943365574	12.1354743663564	28.9817978302963	15.5509634218817	5.08814221050895
"sp|Q8VCI0|PLBL1_MOUSE"	"Putative phospholipase B-like 1 OS=Mus musculus GN=Plbd1 PE=1 SV=1"	4	232.97	115669.0624	49024.18998	217907.7723	27210.25459	40799.97013	301908.7275	349279.5456	410539.9082	37615.11875	41096.97408	115669.0624	132633.348255546	354888.925674052	129652.533141122	48498.941771058	275575.087226101	123011.812949445	109705.800403773	27927.6357507372	32042.5688727445	124151.205327773	242270.729407587	162037.01449858	116358.806676609	29985.1023117409	3	3	4	5	0	1.95141665171889	1.30515860938107	0.93723461137094	0.241520831252317	0.671161510386476	0.964025940689292	0.648891349044444	0.00788843665662468	9.66205808052696	65.7389280659185	99.0928417151079	8.08599879143456	9.70380919314451
"sp|P35550|FBRL_MOUSE"	"rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus GN=Fbl PE=1 SV=2"	3	134.1	133192.8217	36077.23547	55522.01726	12085.58637	77437.3062	187187.8413	207462.5876	349448.9207	53090.98319	79424.25958	133192.8217	97605.7847797581	90424.2599916549	57585.8958681767	92049.7586722471	170860.59790674	73065.684324628	93380.8693866417	39417.8109614191	61925.6615536909	115399.303239879	74005.0779299158	131455.178289494	83223.2768556348	50671.736257555	4	2	2	3	0	0.641295708485193	1.13913320617057	0.721176597423987	0.439099152550552	0.601510583320609	0.864888756076101	0.266195287069658	0.0863913754755877	21.8058813373694	31.3765360490188	42.3929126100975	17.2608020990667	31.4089371298306
"sp|P01915|HB22_MOUSE"	"H-2 class II histocompatibility antigen, E-D beta chain OS=Mus musculus PE=2 SV=1"	4	181.06	144863.8777	63641.84773	59715.52542	18072.44888	38589.49357	138261.3462	428613.6937	507459.5054	344447.9761	314394.3275	144863.8777	172180.944897675	97253.8906652175	86112.3430361639	45871.3473481175	126201.65986776	150952.29074014	135604.96823926	255738.063078677	245127.58220371	158522.411298837	91683.1168506907	86036.5036079386	143278.6294897	250432.822641194	2	5	5	8	11	0.578360599611716	0.542740316041165	0.903838317344286	1.57979443152105	0.433916976243925	0.320825984474598	0.519834707143776	0.0473255694245204	12.1850805191141	8.59292763164536	66.020940339831	7.57419013015437	2.99591039992747
"tr|E1W8V2|E1W8V2_SALTS"	"Cytochrome o ubiquinol oxidase subunit I OS=Salmonella typhimurium (strain SL1344) GN=cyoB"	4	201.97	268063.2651	114063.7982	227192.8715	64993.73964	53824.6476	64143.6132	896928.3048	1190335.402	256398.2297	238584.5812	268063.2651	308595.888604847	370010.822635709	309684.826901157	63981.3813951956	58548.7605772751	315886.739572994	318085.271168667	190364.848075761	186020.091410971	288329.576852423	339847.824768433	61265.0709862353	316986.00537083	188192.469743366	8	10	1	11	11	1.1786783322003	0.212482783261576	1.0993877521385	0.652699150041374	0.671161510386476	0.0665588460918518	0.45637238154686	0.0440021753912532	9.94032358817914	12.5517709859696	6.27020087976368	0.490430673157021	1.63248131259865
"tr|E1W9H0|E1W9H0_SALTS"	"PhoH-like ATP-binding protein OS=Salmonella typhimurium (strain SL1344) GN=ybeZ"	3	168.1	93630.29696	39203.32846	55584.76817	27774.66279	61665.26477	74414.25866	267728.6668	340019.0713	167222.9048	154529.3703	93630.29696	106063.327482474	90526.4573699307	132341.848399588	73301.5263454337	67923.56084206	94290.630804136	90860.9945694776	124155.938612705	120483.760703669	99846.8122212368	111434.152884759	70612.5435937468	92575.8126868068	122319.849658187	1	2	0	6	8	1.11605118286448	0.707208793379264	0.927178450942237	1.22507516201073	0.846346216087725	0.268409112264532	0.543257328305128	0.157253280147932	8.80496832854372	26.5340075637453	5.38543958747816	2.61960329393433	2.12281318891337
"sp|P14733|LMNB1_MOUSE"	"Lamin-B1 OS=Mus musculus GN=Lmnb1 PE=1 SV=3"	2	168.2	75164.82997	623.4484257	2505.10096	7052.059085	4882.68688	32312.93868	41888.80356	91197.14338	11521.44633	23723.75375	75164.82997	1686.71939707672	4079.85717542685	33601.9393426452	5804.05196192306	29494.4799012896	14752.7037672566	24369.9952409171	8554.18690990861	18496.9825752779	38425.7746835384	18840.898259036	17649.2659316063	19561.3495040868	13525.5847425932	0	1	1	0	0	0.490319282153796	0.459308005549912	0.509068448591797	0.351992506435729	0.999999999999992	0.964791295064732	0.815303537659474	0.961116489830416	135.213592133895	110.797607461071	94.9142151863575	34.764738579269	51.9801426166425
"tr|E1W890|E1W890_SALTS"	"Uridylate kinase OS=Salmonella typhimurium (strain SL1344) GN=pyrH"	4	254.68	333402.1534	165459.3725	296980.979	93250.90138	110752.8667	82656.19178	933373.1052	1230586.358	420523.8591	415316.3521	333402.1534	447644.939852949	483669.120520572	444325.706017216	131651.979546708	75446.6008590323	328722.134677747	328841.261650464	312221.190620039	323814.663099918	390523.546626474	463997.413268894	103549.29020287	328781.698164106	318017.926859978	10	8	0	8	7	1.18814196295491	0.265155049157413	0.841899806053377	0.814337392987353	0.671161510386476	0.0724221995897072	0.429690007311987	0.358700697331101	20.6855258025689	5.99572204387136	38.3809530044578	0.0256204924730152	2.57778644397987
"tr|E1WDZ7|E1WDZ7_SALTS"	"Porphyrin biosynthetic protein OS=Salmonella typhimurium (strain SL1344) GN=hemY"	3	242.2	85211.71831	29722.55267	66296.41208	24296.04062	24241.47113	35028.36795	318239.9331	400566.839	131118.1683	125124.1816	85211.71831	80413.3975682656	107971.653377852	115766.767314271	28815.8469977452	31973.0589875353	112080.056266373	107040.764636933	97349.697841543	97557.0658501335	82812.5579391328	111869.210346061	30394.4529926402	109560.410451653	97453.3818458382	4	4	0	5	2	1.35087253829649	0.367027100104554	1.32299271002086	1.1767947310294	0.457896454863131	0.0665588460918518	0.0945203605137455	0.16040159339329	4.0971142773808	4.92716262813756	7.34504420317953	3.252376719715	0.150463044276386
"sp|P45376|ALDR_MOUSE"	"Aldose reductase OS=Mus musculus GN=Akr1b1 PE=1 SV=3"	3	112.04	8371.552114	3780.531885	7084.279805	1277.215173	9083.005139	24810.06153	158192.5931	213078.5121	24617.48523	11752.33217	8371.552114	10228.1058044807	11537.5987861027	6085.72705551177	10796.9720551014	22646.0325503995	55713.4190007516	56939.5282940132	18277.4422479417	9163.0812584778	9299.82895924034	8811.66292080725	16721.5023027504	56326.4736473824	13720.2617532097	0	0	1	5	0	0.947508062721084	1.79804406898644	6.05672146167982	1.47532409610364	0.89364151905177	0.362533983906887	0.0271406787541538	0.458067940666322	14.1161919206203	43.7494659692104	50.1064490212507	1.53922328098992	46.9730576410055
"tr|E1WIS5|E1WIS5_SALTS"	"33 kDa chaperonin OS=Salmonella typhimurium (strain SL1344) GN=hslO"	4	389.18	262433.6771	99525.85265	271593.615	46610.336	66330.54373	247734.587	843429.7592	1154563.268	326362.8392	276271.4724	262433.6771	269263.950721937	442322.755310376	222090.833915966	78847.1454207873	226126.223599969	297045.232340986	308526.125969294	242310.613355541	215403.88021559	265848.813910969	332206.794613171	152486.684510378	302785.67915514	228857.246785566	9	16	7	25	16	1.24960796223234	0.573584219794357	1.13893936444848	0.860854872432151	0.831573251431533	0.353706699689057	0.262736764307064	0.239019198288252	1.81672158862782	46.8766706692627	68.2958221839464	2.68117625685276	8.31345029710291
"tr|E1W9D9|E1W9D9_SALTS"	"Rare lipoprotein A OS=Salmonella typhimurium (strain SL1344) GN=rlpA"	3	156.97	48978.74819	27281.93436	30933.97046	13667.78029	3526.977099	6350.119646	212212.1273	332978.05	75288.64479	73601.43926	48978.74819	73810.384272153	50379.6786480307	65124.7981217363	4192.51917114715	5796.23778959033	74738.4117904426	88979.4701136378	55898.6364455319	57385.7136545093	61394.5662310765	57752.2383848835	4994.37848036874	81858.9409520402	56642.1750500206	8	8	0	6	9	0.940673449300317	0.0813488682625581	1.33332550382293	0.92259264177926	0.937316142822963	0.0665588460918518	0.321332643889701	0.825517073563082	28.5996291521303	18.0536274625022	22.7055341254908	12.3015870893129	1.85643008533364
"tr|E1WIZ7|E1WIZ7_SALTS"	"Putative membrane protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_2483"	4	342.64	215112.4431	69973.62972	164491.5288	59811.94252	89201.56673	70307.4783	675373.4632	958917.1076	311444.0329	280507.4731	215112.4431	189311.374714067	267894.170649159	284994.388206097	106033.940146059	64174.9896586534	237857.942650099	256244.927006901	231234.030267997	218706.61349981	202211.908907034	276444.279427628	85104.4649023562	247051.4348285	224970.321883904	9	11	4	14	11	1.3671018730886	0.420867719227569	1.22174522837862	1.11254734253725	0.477098215475181	0.108195511689213	0.207707221434704	0.396064510218374	9.0222729789563	4.37400253653698	34.7793124332034	5.2626941160212	3.93750663347785
"sp|O70152|DPM1_MOUSE"	"Dolichol-phosphate mannosyltransferase OS=Mus musculus GN=Dpm1 PE=2 SV=1"	4	180.74	66134.93141	27535.40091	35138.0377	15383.4618	11667.27955	202056.7527	122146.8182	242624.9485	39890.76282	21618.95229	66134.93141	74496.1297625118	57226.5060489874	73299.7474997048	13868.9001418175	184432.58567252	43018.555601294	64835.022470336	29617.2052854681	16855.9068694554	70315.5305862559	65263.1267743461	99150.7429071687	53926.789035815	23236.5560774618	4	5	5	0	0	0.928146687228477	1.41008312218509	0.766925721617973	0.330461220781908	0.826154382431753	0.855028978649475	0.334879004814078	0.0511848002921002	8.4081852253882	17.4148843109346	121.639773063374	28.6065088251144	38.8336404785051
"tr|E1W8I1|E1W8I1_SALTS"	"Xanthine-guanine phosphoribosyltransferase OS=Salmonella typhimurium (strain SL1344) GN=gpt"	4	250.9	636568.2449	60373.06779	112756.205	48898.54755	56461.69825	32885.899	885166.2558	1002784.599	330427.9117	301911.12	636568.2449	163337.36730201	183636.994831199	232993.797827568	67116.0446195601	30017.4644187249	311744.295534352	267967.339760494	245328.757863734	235394.650643034	399952.806101005	208315.396329383	48566.7545191425	289855.817647423	240361.704253384	9	7	2	10	6	0.520849943172482	0.121431213328898	0.724725050620653	0.600975166536731	0.760580319440254	0.127160166483149	0.895422769487633	0.717844291343525	83.6660619732952	16.7536968996939	54.0136105287085	10.6794414335515	2.92245996616255
"sp|P68404|KPCB_MOUSE"	"Protein kinase C beta type OS=Mus musculus GN=Prkcb PE=1 SV=3"	3	162.78	7182.863802	12015.46515	13735.99389	4747.996938	21094.36388	112882.0737	159244.7087	167339.5534	43474.11923	51010.70438	7182.863802	32507.4493702492	22370.7124497433	22623.4498586509	25074.8792769675	103036.065117199	56083.9607316338	44717.0160032615	32277.6959580796	39772.1254407098	19845.1565861246	22497.0811541971	64055.4721970832	50400.4883674477	36024.9106993947	0	0	5	1	0	1.13363082102999	3.22776350587577	2.53968710948277	1.81529989662983	0.809032437241402	0.381948911329154	0.25676470292914	0.382083578444537	90.2345421581021	0.794380099681325	86.061161187541	15.9475512225316	14.7102707693353
"tr|E1WCE7|E1WCE7_SALTS"	"Naphthoate synthase OS=Salmonella typhimurium (strain SL1344) GN=menB"	3	192.95	82777.88429	49548.73531	59046.90885	6046.767058	58255.69283	32789.66204	131376.514	306059.3527	65922.92832	83807.78832	82777.88429	134052.488550533	96164.9684404127	28811.8828065691	69248.5667365073	29929.621616478	46269.1370556976	81786.1688677947	48944.9878379799	65343.4197877566	108415.186420267	62488.4256234909	49589.0941764927	64027.6529617461	57144.2038128682	5	5	0	3	0	0.576380742281412	0.457399888464544	0.590578267453656	0.527086708972222	0.671161510386476	0.247361384330498	0.286934769004928	0.154991501289994	33.4423816186898	76.2154320745526	56.0661435446306	39.2241990456169	20.2915460516087
"tr|E1W9U0|E1W9U0_SALTS"	"Molybdenum cofactor biosynthesis protein B OS=Salmonella typhimurium (strain SL1344) GN=moaB"	4	205.84	185909.7631	78044.78188	148865.923	27778.91394	110946.5531	105514.0318	778260.4098	793913.9264	202761.2036	217110.9111	185909.7631	211147.613838008	242445.998714595	132362.10445285	131882.214652408	96310.6921672631	274093.416469093	212152.243929922	150541.623333885	169277.458442655	198528.688469004	187404.051583723	114096.453409836	243122.830199507	159909.54088827	6	5	0	6	5	0.943964587833268	0.574710155442594	1.22462316189363	0.805473214583979	0.884754968244089	0.165316806596586	0.34865749615192	0.186182519255352	8.98905620998223	41.536491593474	22.0452643484249	18.0151831488439	8.28483152600665
"sp|P70168|IMB1_MOUSE"	"Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=1"	3	321.17	48263.90875	18638.36326	12499.3904	8960.779709	75658.78801	170942.6505	330014.6944	414534.2186	72313.0611	103295.7251	48263.90875	50425.4843616073	20356.7554466553	42696.6893804214	89935.6333466465	156032.375123036	116226.977415368	110773.172931366	53689.3913280974	80537.812329779	49344.6965558037	31526.7224135384	122984.004234841	113500.075173367	67113.6018289382	5	2	12	5	5	0.63890802080189	2.49234492901905	2.30014739365172	1.36009756900703	0.628796201559634	0.120570841923614	0.0304581123736623	0.311556696744058	3.09752593429459	50.1058072850667	38.0028724997233	3.39772650195439	28.2874112505977
"tr|E1WH06|E1WH06_SALTS"	"Histidinol-phosphate aminotransferase OS=Salmonella typhimurium (strain SL1344) GN=hisC"	4	203.84	173507.8865	62432.32675	117274.5517	37642.57187	89389.97592	48737.28786	601051.2187	737226.0548	158778.7978	154891.7041	173507.8865	168908.625305486	190995.664002385	179360.864880913	106257.902229997	44486.2341820943	211682.593553399	197003.927766625	117886.546081909	120766.265827253	171208.255902743	185178.264441649	75372.0682060459	204343.260660012	119326.405954581	10	7	1	7	1	1.08159658227487	0.440236177914585	1.19353625549513	0.696966424460079	0.736477076077621	0.189811228380947	0.190853740973402	0.0341791076324779	1.89953969330554	4.4427705278166	57.951395525555	5.07938655920139	1.70647003365267
"tr|E1WFI9|E1WFI9_SALTS"	"Putative hydrolase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_1257"	4	284.4	424500.2002	132973.5167	270982.8519	91815.79253	90111.39253	54122.47747	1121314.42	1630417.505	467212.3749	478768.8068	424500.2002	359755.515724602	441328.054395798	437487.640716492	107115.450459802	49401.706844291	394912.675042589	435685.432294709	346885.440164776	373287.396686377	392127.857962301	439407.847556145	78258.5786520466	415299.053668649	360086.418425577	12	14	4	18	10	1.12057289130014	0.199574136504146	1.05909091954537	0.918288285603506	0.696576680114747	0.0696887605079941	0.684615138382706	0.552638219470429	11.6751219044321	0.618009571358822	52.1473558312862	6.9421523805471	5.18458945900923
"sp|P04228|HA2D_MOUSE"	"H-2 class II histocompatibility antigen, A-D alpha chain OS=Mus musculus GN=H2-Aa PE=1 SV=1"	4	243.51	73149.97671	18686.67575	30012.7815	15447.89551	79361.76405	134489.0777	157129.8301	406992.9319	518803.6062	471547.5945	73149.97671	50556.1922287618	48879.4120127171	73606.7638744891	94337.3625334905	122758.42313348	55339.1273910296	108757.96593937	385189.748739594	367657.147801945	61853.0844693809	61243.0879436031	108547.892833485	82048.5466651998	376423.44827077	0	0	2	0	17	0.990137977256741	1.7549309588145	1.32650695384183	6.08576680532578	0.993665652067692	0.200068148019203	0.591521320325074	0.0114801850741193	25.8292991471745	28.5499617497179	18.5141545857504	46.0371627723931	3.2934773515841
"tr|E1WAV2|E1WAV2_SALTS"	"Putative transcriptional regulator OS=Salmonella typhimurium (strain SL1344) GN=SL1344_4350"	4	212.31	55117.95901	27937.84408	28714.37789	9713.502799	23201.67478	12854.84893	259362.9999	395450.8448	96888.42346	77034.99075	55117.95901	75584.9266430202	46764.8061068304	46283.2951231027	27579.8406361785	11733.5995699664	91344.3493374317	105673.652141018	71935.5591255195	60062.7917742335	65351.4428265101	46524.0506149665	19656.7201030725	98509.0007392247	65999.1754498765	6	2	2	12	6	0.71190548521591	0.300784791473627	1.50737300476653	1.00991152750959	0.571035765006696	0.11642644613268	0.16058225909827	0.940471458104562	22.1453895701342	0.731835851154639	57.0033273887028	10.2857069973877	12.7203321076647
"sp|P11983|TCPA2_MOUSE"	"T-complex protein 1 subunit alpha B OS=Mus musculus GN=Tcp1 PE=1 SV=3"	4	216.97	79989.62706	29276.64027	40768.15034	10933.85545	57162.13511	127596.8069	562683.8571	743729.6892	227961.9002	219175.0629	79989.62706	79206.9961026872	66395.8193100247	52098.0813098435	67948.6542116554	116467.322698512	198170.096849947	198741.849959169	169252.075372792	170886.840342318	79598.3115813436	59246.9503099341	92207.9884550835	198455.973404558	170069.457857555	0	0	0	6	3	0.744324209055466	1.15841638626786	2.49321837940935	2.13659629807294	0.562280503588785	0.811679904926634	0.0304581123736623	0.00912641002463625	0.695245472030985	17.0642158670934	37.2070577354695	0.203717980244699	0.679694878881089
"tr|E1W8Y4|E1W8Y4_SALTS"	"Acriflavin resistance protein B OS=Salmonella typhimurium (strain SL1344) GN=acrB"	4	240.24	192503.3799	43753.93304	65634.87654	21934.02139	5742.877578	63260.86329	451471.8134	910113.858	166535.4801	178914.2599	192503.3799	118374.839866027	106894.263459136	104512.121552518	6826.56100889985	57743.0075092487	159002.629731741	243203.565003515	123645.554829119	139496.218967415	155439.109883013	105703.192505827	32284.7842590743	201103.097367628	131570.886898267	6	2	0	8	2	0.680029579334195	0.20770052198171	1.29377411848911	0.84644647667688	0.627862408468011	0.198255322526697	0.501445978409057	0.650295704437816	33.7217534100208	1.59354571606245	111.518058492831	29.6062333660031	8.51868704599213
